game,top_1_game,top_1_sim,top_2_game,top_2_sim,top_3_game,top_3_sim,top_4_game,top_4_sim,top_5_game,top_5_sim,top_6_game,top_6_sim,top_7_game,top_7_sim,top_8_game,top_8_sim,top_9_game,top_9_sim,top_10_game,top_10_sim
Of Orcs And Men,Overlord Raising Hell,0.4077174149707919,DmC Devil May Cry,0.31413408715821006,Kingdoms of Amalur Reckoning,0.30648024221828657,Darksiders II,0.2989196652540498,The Incredible Adventures of Van Helsing,0.2952345118087523,Brtal Legend,0.24712984734323118,Overlord II,0.23930088637335323,METAL GEAR RISING REVENGEANCE,0.238911024185734,"Warhammer 40,000 Dawn of War - Game of the Year Edition",0.2341180410308326,Trine,0.22858186793730312
Offspring Fling!,Indie Game The Movie,0.6000441843191193,Snapshot,0.5508741963353063,Vessel,0.5269584835384218,Blocks That Matter,0.5224556858777717,Closure,0.5213797108046072,Proteus,0.5173874857263625,Avadon The Black Fortress,0.48743959578136065,Eufloria HD Original Soundtrack,0.4420162142401115,Crayon Physics Deluxe,0.44042016509456594,NightSky,0.41809950518668315
Offworld Trading Company,Kerbal Space Program,0.20845634459994072,Skyrim High Resolution Texture Pack,0.14030979562034834,The Elder Scrolls V Skyrim,0.09219302265099753,Portal 2,0.07664124214670105,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
Oil Rush,English Country Tune,0.7895719065652538,Proteus,0.6242094155379115,Intrusion 2,0.6097580515428035,Capsized,0.5402561517688855,Tiny and Big Grandpa's Leftovers,0.5228722450998521,Dear Esther,0.4346126958022365,Thomas Was Alone,0.4174375339557287,Vessel,0.3831422926447121,Little Inferno,0.3762577360055357,Fieldrunners,0.37285534748106414
OlliOlli,Tower of Guns,0.636773014359082,Jazzpunk,0.4353796591553368,Insanely Twisted Shadow Planet,0.3320905349470125,Antichamber,0.3310761860230829,The Novelist,0.32430277246054606,Teleglitch Die More Edition,0.2914438474387174,Risk of Rain,0.2837285500144011,Tales from Space Mutant Blobs Attack,0.2817063621837191,Eldritch,0.25027428657977896,Cities XL Platinum,0.24176930135478078
Omerta - City of Gangsters,Omerta - City of Gangsters The Bulgarian Colossus,0.5373727324294363,Omerta - The Con Artist,0.39217961158922543,Omerta - Damsel in Distress,0.39217961158922543,Omerta - The Japanese Incentive,0.3757496309563648,Crusader Kings II,0.2282311251125939,Crusader Kings II Sons of Abraham,0.21347518286346973,Mount & Blade With Fire and Sword,0.16045843378692437,Total War SHOGUN 2,0.1573549540682301,Total War ATTILA,0.15733043756512927,Empire Total War,0.14895304739252258
Omerta - City of Gangsters The Bulgarian Colossus,Omerta - Damsel in Distress,0.8660254037844387,Omerta - The Con Artist,0.8660254037844387,Omerta - The Japanese Incentive,0.7905694150420948,Omerta - City of Gangsters,0.5373727324294363,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0
Omerta - Damsel in Distress,Omerta - The Con Artist,1.0000000000000002,Omerta - The Japanese Incentive,0.9128709291752769,Omerta - City of Gangsters The Bulgarian Colossus,0.8660254037844387,Omerta - City of Gangsters,0.39217961158922543,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0
Omerta - The Con Artist,Omerta - Damsel in Distress,1.0000000000000002,Omerta - The Japanese Incentive,0.9128709291752769,Omerta - City of Gangsters The Bulgarian Colossus,0.8660254037844387,Omerta - City of Gangsters,0.39217961158922543,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0
Omerta - The Japanese Incentive,Omerta - Damsel in Distress,0.9128709291752769,Omerta - The Con Artist,0.9128709291752769,Omerta - City of Gangsters The Bulgarian Colossus,0.7905694150420948,Omerta - City of Gangsters,0.3757496309563648,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0
"On the Rain-Slick Precipice of Darkness, Episode One","On the Rain-Slick Precipice of Darkness, Episode Two",0.9736737145208676,Galcon Fusion,0.4042447557018546,Psychonauts,0.3171871908428171,Poker Night at the Inventory,0.30813216621902173,Red Faction Guerrilla Steam Edition,0.30462512870411423,Penumbra Overture,0.3001070218795397,Guacamelee! Gold Edition,0.29520438544890043,Shatter,0.29269441104654487,Star Wars The Force Unleashed Ultimate Sith Edition,0.28403465099465325,Worms Reloaded,0.27719979394342903
"On the Rain-Slick Precipice of Darkness, Episode Two","On the Rain-Slick Precipice of Darkness, Episode One",0.9736737145208676,Galcon Fusion,0.3932266664970584,Guacamelee! Gold Edition,0.3085363909284725,Poker Night at the Inventory,0.3031790787669005,Psychonauts,0.29990657152159095,Penumbra Overture,0.29738712772515785,Red Faction Guerrilla Steam Edition,0.2945053709084057,Star Wars The Force Unleashed Ultimate Sith Edition,0.2846787213092783,Tropico 3 - Steam Special Edition,0.28297760612446515,FINAL FANTASY VII,0.2805974050026626
One Finger Death Punch,Symphony,0.2742886275705694,Evoland,0.2291060750234678,Nosferatu The Wrath of Malachi,0.18888960434730298,Cthulhu Saves the World ,0.1702880819491001,Beat Hazard,0.16924982194353028,Sid Meier's Civilization III Complete,0.169090114480926,Viscera Cleanup Detail Shadow Warrior,0.16746372654345895,Dust An Elysian Tail,0.16621043690464757,DLC Quest,0.1616936437872193,Hero Siege,0.15977444402143692
One Manga Day,Unturned,0.09353946256964499,Robocraft,0.05148312580449702,Team Fortress 2,0.046503196203862285,Counter-Strike Global Offensive,0.04293679276263311,Dota 2,0.03341225335215714,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
One Way Heroics,Cthulhu Saves the World ,0.43133944260639234,Breath of Death VII ,0.35985024110628,The Binding of Isaac,0.31608530680849994,Dust An Elysian Tail,0.30907274817498476,DLC Quest,0.28388999371383444,Hero Siege,0.2800085905565472,The Binding of Isaac Rebirth,0.2550332006831955,Enemy Mind,0.2495911428026361,Skyborn,0.2482456962077138,Red Faction Armageddon,0.23850404687911456
Only If,World of Battles,0.31760964741090925,Brawl Busters,0.31760964741090925,Bullet Run,0.31760964741090925,Dungeon Fighter Online,0.31760964741090925,HOMEFRONT Demo,0.31760964741090925,Pandora Saga Weapons of Balance,0.30752421875431535,Arcane Saga Online,0.30752421875431535,Amazing World,0.2937407946474444,The Forgotten Ones,0.2833984223990441,Moon Breakers,0.26780945538539924
Operation Flashpoint Dragon Rising,Operation Flashpoint Red River,0.5685928848465895,Rise of the Argonauts,0.5663050984870727,Hard Reset Exile DLC,0.32867964622501306,Colin McRae Rally,0.3255488783855603,Superfrog HD,0.3103073894660088,Deadlight,0.3091806486267224,Take On Helicopters,0.30004141775225135,Arma Tactics,0.2999539310957277,Worms Crazy Golf,0.299258941293693,Overlord Raising Hell,0.29611981764151607
Operation Flashpoint Red River,Rise of the Argonauts,0.6380115536187501,Operation Flashpoint Dragon Rising,0.5685928848465895,Colin McRae Rally,0.33887008830731163,Overlord Raising Hell,0.32115543377958666,Overlord,0.3042057502804089,Arma Tactics,0.28790121500433874,Sid Meier's Ace Patrol Pacific Skies,0.2847357453362673,Superfrog HD,0.28425725359553056,Medal of Honor Pre-Order,0.2790518243496528,Arma Gold Edition,0.27885271177425025
Orbital Gear,Overcast - Walden and the Werewolf,0.3448493347518441,Pirates of Black Cove Gold,0.18736048894722,Murder Miners,0.16974934314192103,Anomaly Warzone Earth,0.16752369728102773,Pid ,0.16062787110699137,GTR Evolution,0.15929178014971782,The Ship Tutorial,0.15738875729747315,Dino D-Day,0.1530853499439867,The Ship Single Player,0.14941439148225139,The Ship,0.14868469835629022
Orborun,QuestRun,0.6179927287082246,Steel & Steam Episode 1,0.5730369507002118,The 39 Steps,0.5672146517096772,Bloop,0.5356282738075386,Skyborn,0.5333634693320279,Overcast - Walden and the Werewolf,0.5195679159569377,Hostile Waters Antaeus Rising,0.49790179870105744,Humanity Asset,0.49489192559348905,Weird Worlds Return to Infinite Space,0.49363102737399545,Nux,0.4880753780195778
Orcs Must Die!,Orcs Must Die! 2,0.5254246929826788,Magicka,0.31138698655888625,Magicka Vietnam,0.3108536025680966,Dungeon Defenders,0.30411598289612474,Torchlight II,0.2926336577457117,Legend of Grimrock,0.2851280091959688,Magicka Wizard's Survival Kit,0.274797697935848,Torchlight,0.269907418151325,Borderlands 2,0.26944499248086257,Skullgirls Endless Beta,0.26354972662264087
Orcs Must Die! 2,Orcs Must Die!,0.5254246929826788,Magicka Vietnam,0.38396998979767133,Torchlight II,0.3732338611820182,Trine 2,0.36765447918835226,Magicka,0.3555925216707005,Borderlands 2,0.3451660107909599,Psychonauts,0.3354098304488999,Sanctum 2,0.33216499009165806,The Swapper,0.33136950602225185,Guacamelee! Gold Edition,0.3109415030938954
Organ Trail Director's Cut,Before the Echo,0.36370365612324984,Fractal Make Blooms Not War,0.34547449981002176,"Cook, Serve, Delicious!",0.33456349753393605,Atom Zombie Smasher ,0.32120140956509236,Anodyne,0.29951263995748845,Jamestown,0.2786145648179751,Little Inferno,0.2744374147875392,Ticket to Ride - USA 1910,0.27387818730874197,Rogue Legacy,0.2654022664753356,Ghostbusters The Video Game,0.2623624391925713
Ori and the Blind Forest,Shovel Knight,0.3770650221869775,Giana Sisters Twisted Dreams,0.2658633382165241,Nihilumbra,0.2567349745380383,Dust An Elysian Tail,0.21886342637954442,Cave Story+,0.21407749349645167,The Banner Saga - Mod Content,0.21050172501838596,SteamWorld Dig,0.200973169495706,The Banner Saga,0.19228128566348593,Rogue Legacy,0.18293776612810544,Darkest Dungeon,0.181162451671653
Osmos,And Yet It Moves,0.6353542832703858,Steel Storm Burning Retribution,0.5727744286453001,Hammerfight,0.5516229983716192,Crayon Physics Deluxe,0.547223668575677,Shatter,0.5145298347623273,Revenge of the Titans,0.5032797090125016,Cogs,0.4892465025885102,BIT.TRIP RUNNER,0.4862387496969606,Atom Zombie Smasher ,0.480021209795283,World of Goo,0.4692365292104636
Our Darker Purpose,Dungeon Defenders,0.23064791305437435,Torchlight II,0.16829013535381726,Prison Architect,0.15169914663792525,Pixel Piracy,0.14475674114892242,Orcs Must Die! 2,0.10062221605146102,Terraria,0.06939387676075208,Insurgency,0.053310791796296504,Left 4 Dead 2,0.05197630167361955,Team Fortress 2,0.05107614717166842,The Elder Scrolls V Skyrim,0.050080648125029534
Out There Somewhere,Why So Evil,0.6662500553559851,Why So Evil 2 Dystopia,0.5258995431041366,Camera Obscura,0.5028319974142919,Robotex,0.4724706727288848,Temper Tantrum,0.4714767574976971,BEEP,0.4626868603282266,Chip,0.4616889831232439,Polarity,0.43198218388752907,SUPER DISTRO,0.4316671886570138,Nux,0.4306930125924997
Out of the Park Baseball 14,Sonic & All-Stars Racing Transformed,0.33651899253748374,Little Inferno,0.1867810765024461,The Lord of the Rings War in the North,0.1784492054284633,Burnout Paradise The Ultimate Box,0.17459421608614537,Beatbuddy Tale of the Guardians,0.17273155650858046,Company of Heroes,0.17005230152397696,Mark of the Ninja,0.1496167268972404,Dustforce,0.14648203690754713,Medal of Honor Pre-Order,0.14554220227800208,"Cook, Serve, Delicious!",0.12785011483404657
Out of the Park Baseball 15,Cities Skylines,0.14057815964776216,Sid Meier's Civilization V Brave New World,0.1151250403394174,Sid Meier's Civilization V,0.07724140072377586,XCOM Enemy Unknown,0.059118361426889046,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0
Outland,Mercenary Kings,0.5307755028083605,The Incredible Adventures of Van Helsing II,0.4735171770806428,Sacred Citadel,0.4125497660784814,BEEP,0.3973885182652757,Fallen Enchantress Legendary Heroes,0.38666800488078407,Sine Mora,0.3644210272268543,Dustforce,0.3395243712577808,Always Sometimes Monsters,0.33058022013062693,Beatbuddy Tale of the Guardians,0.3182606007156897,Child of Light,0.30826727384039926
Outlast,Outlast Whistleblower DLC,0.5606579110540727,The Forest,0.2687242579532758,Metro Last Light,0.23421409691877865,Killing Floor Mod Defence Alliance 2,0.22776793978487556,DayZ,0.22072492966654564,Amnesia The Dark Descent,0.2168131516560619,Alien Isolation,0.21255917398354554,Dead Space 2,0.21127203382627685,Slender The Arrival,0.20893809280598563,Metro 2033,0.2072734453134643
Outlast Whistleblower DLC,Outlast,0.5606579110540727,The Void,0.34277720882877205,Slender The Arrival,0.22421277437148976,Dead Space 2,0.22043626505668684,Tomb Raider I,0.21523223660275453,Tomb Raider II,0.214726996677992,The Bridge,0.20630896770283283,Tomb Raider Chronicles,0.20119363963499554,Star Wars Jedi Knight Dark Forces II,0.19448179054566364,Dead Space,0.18598258706603435
Overcast - Walden and the Werewolf,Despair,0.7384637374916742,Hostile Waters Antaeus Rising,0.7279340312235895,SUPER DISTRO,0.7166203845840085,Bloop,0.672107207457031,Chip,0.6642566544165791,Particula,0.6552772206437645,Steel & Steam Episode 1,0.6274121296987372,Anoxemia,0.6173854916485456,Ruzh Delta Z,0.6164468368448325,Brilliant Bob,0.6133067128291779
Overgrowth,Floating Point,0.4788315473218473,Receiver,0.46285004178815553,Mirror's Edge,0.2256462950906467,Arma 2,0.2039560820215416,The Binding of Isaac,0.15006963796419634,Nosgoth,0.1305471535261551,Terraria,0.10224402434066061,Sid Meier's Civilization V,0.09226792586458699,The Elder Scrolls V Skyrim,0.07435843124277423,Left 4 Dead 2,0.07177571933785759
Overlord,Overlord Raising Hell,0.6290247945211389,Overlord II,0.6144702841246912,Rise of the Argonauts,0.36772348794749227,Risen,0.33219101734971446,Penumbra Overture,0.32094975893510425,Red Faction Guerrilla Steam Edition,0.31778591945183826,Brtal Legend,0.31111140877014093,Operation Flashpoint Red River,0.3042057502804089,Kane & Lynch Dead Men,0.29841856598355765,Betrayer,0.2964398977033023
Overlord II,Overlord,0.6144702841246912,Overlord Raising Hell,0.6109293990266031,The Bureau XCOM Declassified,0.33526499380626273,Orcs Must Die! 2,0.3024192932625937,XCOM Enemy Within,0.2998054082824629,XCOM Enemy Unknown,0.2953445244263262,Trine 2,0.2778149497423464,Brtal Legend,0.27523475121014895,Betrayer,0.27031312013895803,Section 8,0.2698215440761379
Overlord Raising Hell,Overlord,0.6290247945211389,Overlord II,0.6109293990266031,Rise of the Argonauts,0.4600691074468808,Of Orcs And Men,0.4077174149707919,Brtal Legend,0.39134917414370163,Two Worlds 2 - Pirates of the Flying Fortress ,0.3575026437932139,Abyss Odyssey,0.32455289412331995,Operation Flashpoint Red River,0.32115543377958666,SpellForce Platinum Edition,0.31960933095002186,Mark of the Ninja,0.31809094153375767
PAC-MAN Championship Edition DX+,Platformines,0.3956817012466637,Shadow Warrior Classic Redux,0.2928738178338161,Duke Nukem 3D Megaton Edition,0.2531021079465168,DeadCore,0.23736646099530012,Gun Monkeys,0.20800449986787217,Outland,0.19211669269291443,Guacamelee! Gold Edition,0.1912185942867277,Dust An Elysian Tail,0.19086442284177657,Shadow Warrior,0.1906271798184297,ENSLAVED Odyssey to the West Premium Edition,0.1832618629375981
PARTICLE MACE,Saviors,0.617753249365329,The Howler,0.5946971455839247,Morphopolis,0.5179353465019751,Robotex,0.5006789643011609,Gravilon,0.4595626215204409,Dead Bits,0.4058853687831074,BEEP,0.3976077106654187,Enclave,0.2583482937305838,Brawlhalla,0.21816455831555212,Trove,0.18248847720087957
PAYDAY 2,Counter-Strike Global Offensive,0.3621226682733738,PAYDAY The Heist,0.36147264973401916,Left 4 Dead 2,0.3574752415444344,Garry's Mod,0.33487512440062095,Saints Row The Third,0.3201474356779265,Insurgency,0.30382538564034667,Team Fortress 2,0.30373512850813145,Borderlands 2,0.3002833939008202,Grand Theft Auto IV,0.29583143983411286,Arma 2 Operation Arrowhead Beta (Obsolete),0.2904581389876226
PAYDAY The Heist,PAYDAY Wolf Pack,0.42861296040839036,Left 4 Dead 2,0.3617014178056236,PAYDAY 2,0.36147264973401916,Afterfall InSanity Extended Edition,0.3332993421689738,Saints Row The Third,0.31128641403633034,Sniper Elite V2,0.3056911495224956,Killing Floor Mod Defence Alliance 2,0.28607901736486113,Killing Floor,0.28557351739037484,Red Orchestra 2 Heroes of Stalingrad - Single Player,0.27852293372547743,Metro 2033,0.2733334299307939
PAYDAY The Heist Game Soundtrack,PAYDAY Wolf Pack,0.35093120317179816,PAYDAY The Heist,0.2113363126530543,PAYDAY 2,0.14262513650656578,Half-Life 2 Episode One,0.12754861209822738,Portal 2,0.1001138395154291,Left 4 Dead 2,0.08788133123713406,Half-Life 2 Lost Coast,0.06832374684426774,Team Fortress 2,0.06767449662684327,Counter-Strike Global Offensive,0.06428702732932354,Half-Life 2 Deathmatch,0.04651374458470289
PAYDAY The Web Series - Episode 1,Killing Floor 2,0.17674344576931622,Insurgency,0.16330770430040026,SpaceChem,0.15403311288526658,Deadbreed,0.15019048371215304,PAYDAY 2,0.14274398904419122,ORION Prelude,0.13229445629269276,Unturned,0.12435533568581728,Saints Row IV,0.11386696289498482,theHunter,0.11310267498861669,Dead Island Epidemic,0.11038264615980774
PAYDAY Wolf Pack,PAYDAY The Heist,0.42861296040839036,PAYDAY The Heist Game Soundtrack,0.35093120317179816,PAYDAY 2,0.24273627944558887,Vertiginous Golf,0.1852703439813787,Vertical Drop Heroes HD,0.183946474175943,Sniper Elite Nazi Zombie Army,0.17798212339326636,Hitman Sniper Challenge,0.17748941048253514,Saints Row The Third,0.17407584181206082,LEGO The Lord of the Rings,0.17295250459176825,Hard Reset Exile DLC,0.1724137931034483
PC Gamer,Cogs,0.2718889446734543,Amnesia The Dark Descent,0.18869359929385646,Metro 2033,0.14959712369678832,Portal,0.11954100094368172,Portal 2,0.1174100546027746,Team Fortress 2,0.09230261265516816,Half-Life 2 Episode One,0.08846092494871499,Half-Life 2 Episode Two,0.08390816929068523,Half-Life 2,0.08164127682081024,Half-Life 2 Lost Coast,0.061448905995716424
POSTAL,Speedball 2 HD,0.4106612439989663,Victim of Xen,0.39347082012173545,Numba Deluxe,0.369670371034748,PixelJunk Monsters Ultimate,0.36396761382101683,Cobi Treasure Deluxe,0.3530929837974846,RADical ROACH Deluxe Edition,0.34006283259839676,Battlepaths,0.3255305073066108,Ionball 2  Ionstorm,0.3240328521723562,Platypus II,0.3239308031546579,Super Killer Hornet Resurrection,0.31170975907959175
POSTAL 2,Urban Trial Freestyle,0.25883776819817145,Surgeon Simulator,0.23022352015503253,NotGTAV,0.21283212378402938,RPG Maker Zombie Survival Graphic Pack,0.2052782259487436,RPG Maker Rural Farm Tiles Resource Pack,0.2052782259487436,RPG Maker Futuristic Tiles Resource Pack,0.1984232567663177,RPG Maker High Fantasy Main Party Pack 1,0.19683501978815365,Deadly Sin 2,0.19683501978815365,RPG Maker Tyler Warren RPG Battlers  2nd 50,0.19683501978815365,Axis Game Factory's AGFPRO 3.0,0.19540458807833525
PROTOTYPE 2,Prototype 2 RADNET Access Pack,0.6357927841192333,Prototype,0.3596397236752815,Metro 2033 Redux,0.21926946764327798,Borderlands 2 Headhunter 5 Son of Crawmerax,0.21820717119208538,Middle-earth Shadow of Mordor,0.2177107779135956,Metro Last Light Redux,0.2099846616493202,Deus Ex Human Revolution - The Missing Link,0.20251250099228552,Deus Ex Human Revolution,0.20211527987934205,RAGE,0.19453901395381684,Borderlands 2 Headhunter 3 Mercenary Day,0.193959633556485
Painkiller Black Edition,Painkiller Resurrection,0.5006775851924538,Painkiller Overdose,0.37876224651308993,Painkiller Redemption,0.28667795253081485,Painkiller Recurring Evil,0.19923247413183515,Hotline Miami,0.16193143211447217,Painkiller Hell & Damnation,0.14712926132971696,Killing Floor Mod Defence Alliance 2,0.1436131089418751,"Papers, Please",0.1288871191693024,Killing Floor,0.10871035363313458,The Binding of Isaac,0.10730283962774374
Painkiller Hell & Damnation,Painkiller Hell & Damnation - The Clock Strikes Meat Night,0.39013196443175724,Shank 2,0.3659761134636338,BIT.TRIP RUNNER,0.3354000328342514,Resident Evil Revelations / Biohazard Revelations,0.33533662096162964,KickBeat Steam Edition,0.3269686997459611,Costume Quest,0.322508083048997,AirBuccaneers,0.3212339844432784,ArcaniA,0.31489871009884424,DiRT 3 Complete Edition,0.3142873601473747,Arma Tactics,0.3110652345338571
Painkiller Hell & Damnation - The Clock Strikes Meat Night,Painkiller Hell & Damnation,0.39013196443175724,Borderlands,0.15469363933334307,Dishonored,0.12486689360129845,Terraria,0.07297659696344924,Portal 2,0.06372997544037234,Left 4 Dead 2,0.058130674803616326,Counter-Strike Source,0.021038366338597295,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
Painkiller Overdose,Painkiller Resurrection,0.7469470638651309,Painkiller Redemption,0.560852664094468,Painkiller Black Edition,0.37876224651308993,Painkiller Recurring Evil,0.36859500798060746,Painkiller Hell & Damnation,0.2853607683624149,Overlord,0.24803671628253365,Deponia,0.2122879679220801,Fallout 3 - Game of the Year Edition,0.18474841505857414,RAGE,0.16965681782748832,Bastion,0.16011605886494149
Painkiller Recurring Evil,F.E.A.R. Extraction Point,0.3865351481506316,Painkiller Overdose,0.36859500798060746,Painkiller Resurrection,0.3679145195972106,F.E.A.R. Perseus Mandate,0.3607941405164576,Painkiller Redemption,0.35177563072971124,F.E.A.R.,0.31429783681147366,F.E.A.R. 2 Project Origin,0.21433546267596548,Painkiller Hell & Damnation,0.207546821848978,Painkiller Black Edition,0.19923247413183515,Divinity II Developer's Cut,0.14758820048506843
Painkiller Redemption,Painkiller Overdose,0.560852664094468,Painkiller Resurrection,0.5293965335926795,Painkiller Recurring Evil,0.35177563072971124,Painkiller Black Edition,0.28667795253081485,Shadowgrounds,0.23924599665225776,Deponia,0.21978212782235038,BioShock 2,0.21896169475255792,S.T.A.L.K.E.R. Clear Sky,0.2150260153077797,Painkiller Hell & Damnation,0.21418352231956,Overlord,0.20242444147687214
Painkiller Resurrection,Painkiller Overdose,0.7469470638651309,Painkiller Redemption,0.5293965335926795,Painkiller Black Edition,0.5006775851924538,Painkiller Recurring Evil,0.3679145195972106,Painkiller Hell & Damnation,0.22036829630008684,Killing Floor Mod Defence Alliance 2,0.17437750694320678,Borderlands,0.16315682864788797,Dishonored,0.13266424927770512,Half-Life 2 Episode Two,0.130302329486609,Half-Life Deathmatch Source,0.1263164499618265
Pandora Saga Weapons of Balance,Bullet Run,0.968245836551854,Dungeon Fighter Online,0.968245836551854,World of Battles,0.968245836551854,HOMEFRONT Demo,0.968245836551854,Brawl Busters,0.968245836551854,Arcane Saga Online,0.9375,Moon Breakers,0.8164279400198904,Dungeon Party,0.8069917749123281,The Banner Saga Factions,0.7719647230158471,Cakewalk Loop Manager,0.7654655446197433
Panzar,Bullet Run,0.2649178058473162,HOMEFRONT Demo,0.2649178058473162,Dungeon Fighter Online,0.2649178058473162,World of Battles,0.2649178058473162,Brawl Busters,0.2649178058473162,Arcane Saga Online,0.2565055625401164,Pandora Saga Weapons of Balance,0.2565055625401164,Age of Conan Unchained - EU version,0.24908148780644476,Quantum Rush Online,0.2469136758476212,Dungeon Party,0.23551758698852543
"Papers, Please",LUFTRAUSERS,0.32973063262767016,Prison Architect,0.32700371292652275,FTL Faster Than Light,0.3253505612530316,Gone Home,0.30541963642175535,Thomas Was Alone,0.29887031273605374,Hotline Miami,0.2937044332113977,Gunpoint,0.27772441530955944,Monaco,0.2706837889338576,The Wolf Among Us,0.2680739588430517,Dear Esther,0.2592711590752676
Papo & Yo,Joe Danger 2 The Movie,0.7946214214052189,BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien,0.7524482563669043,Toki Tori 2+,0.6517711416089226,To the Moon,0.5432932025052444,Strike Suit Zero,0.509239823333947,Sid Meier's Ace Patrol Pacific Skies,0.4272785254653518,Reus,0.38333870741883885,Puzzle Agent,0.3719371031467163,Shank 2,0.3688638200289921,Beatbuddy Tale of the Guardians,0.36468196980444634
Paranautical Activity Deluxe Atonement Edition,Hotline Miami,0.25334871195881137,The Binding of Isaac,0.18638078490844734,Super Meat Boy,0.14162762278404561,Team Fortress 2,0.0885759223541959,Dota 2,0.017733921496008505,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
Particula,Blaster Shooter GunGuy!,0.7011814209347094,Overcast - Walden and the Werewolf,0.6552772206437645,SUPER DISTRO,0.6404149327672699,Anoxemia,0.62734557458724,Steel & Steam Episode 1,0.596459406879069,Humanity Asset,0.5957643394815917,Nux,0.5743727956994633,Hostile Waters Antaeus Rising,0.5696019842876815,Ruzh Delta Z,0.5616399968564908,Break Into Zatwor,0.5543767492486982
Party of Sin,Monaco,0.28361656013959824,Dust An Elysian Tail,0.27678383738103135,Awesomenauts,0.21711603386682743,Natural Selection 2,0.1849384022691805,PAYDAY The Heist,0.1728384454597743,Dungeon Defenders,0.16069282545286592,Batman Arkham City GOTY,0.1301435836939599,XCOM Enemy Unknown,0.12145057304447265,Terraria,0.0920259910267627,Left 4 Dead 2,0.08727782606957282
Passing Pineview Forest,The Way of Life Free Edition,0.1818976476418141,Only If,0.1720898442795475,Haunted Memories,0.15835619228551137,Cry of Fear,0.12454277497163,Killing Floor Mod Defence Alliance 2,0.12365347519105677,Amnesia The Dark Descent,0.11291355151651028,sZone-Online,0.11288079710451557,Outlast,0.11272016410936724,Fallen Earth,0.10833093478598285,Killing Floor,0.10718734168066561
Patch testing for Chivalry,Chivalry Medieval Warfare,0.8979411800073763,Mount & Blade Warband,0.30931516113953433,Magicka,0.2965499301102472,Garry's Mod,0.29649440398881804,The Elder Scrolls V Skyrim,0.2931360615772436,PAYDAY 2,0.28750417292281827,Left 4 Dead 2,0.2857271082173076,Natural Selection 2,0.2832969591709467,Portal 2,0.2829468405828783,Team Fortress 2,0.28190068679983604
Path of Exile,Torchlight II,0.28652480628390053,Warframe,0.2334448686205904,Terraria,0.22025345625748713,PlanetSide 2,0.21761967060487017,The Elder Scrolls V Skyrim,0.2155571634366995,Borderlands 2,0.21462387004618824,Titan Quest Immortal Throne,0.2125254721545789,Risk of Rain,0.20916682595053135,Dungeon Defenders,0.20150324067577313,Dark Souls Prepare to Die Edition,0.2006073354058886
Patrician III,The Great Art Race,0.7909665789861473,DarkStar One,0.616324669333303,Sid Meier's Civilization V,0.09668045576415608,Age of Empires III Complete Collection,0.09506075829567717,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
Patrician IV Rise of a Dynasty,Port Royale 3,0.689537351191851,Patrician IV Steam Special Edition,0.6002467321606388,Sid Meier's Civilization V,0.06278787116161491,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
